GeneID,150-1,150-2,150-3,33-1,33-2,33-3,con-1,con-2,con-3
H4C7,0,0,0,0,0,0,0,0,0
H4C6,0,0,0,0,0,2,0,0,0
H4C5,1,0,4,4,0,57,29,14,32
H4C4,4,6,0,28,0,43,28,4,16
H4C3,2,2,2,15,14,70,38,30,17
H4C2,0,0,0,0,0,14,14,10,8
H4C15,0,0,0,0,0,0,0,0,0
H4C14,0,0,0,0,0,0,0,0,0
H4C13,0,0,0,0,0,4,0,0,0
H4C12,0,0,2,0,0,6,6,0,2
H4C11,0,0,0,0,0,2,4,0,6
H4C1,0,0,0,2,0,4,14,4,2
H4-16,0,0,0,12,2,11,18,6,13
H3Y2,0,0,0,0,0,0,0,0,0
H3Y1,0,0,0,0,0,0,0,0,0
H3P6,0,0,0,6,8,47,22,14,28
H3P4,0,0,0,0,0,0,0,0,0
H3C8,2,8,6,10,30,70,15,20,25
H3C7,0,0,8,22,44,70,37,6,12
H3C6,0,0,0,0,8,13,4,0,0
H3C4,0,0,0,18,21,15,26,20,11
H3C3,0,2,2,11,3,24,20,4,6
H3C2,2,10,14,0,14,64,28,28,20
H3C15,0,0,0,0,0,0,0,0,0
H3C14,0,0,0,0,0,0,0,0,0
H3C13,0,0,6,0,4,16,4,20,2
H3C12,0,0,0,0,0,2,0,0,0
H3C11,2,0,0,0,4,0,6,4,0
H3C10,0,2,2,34,6,38,26,16,12
H3C1,6,0,0,6,10,29,20,14,4
H3-5,0,0,1,10,1,5,1,2,2
H3-4,0,0,0,0,0,0,0,0,1
H3-3B,2,14,22,58,175,315,168,45,84
H3-3A,0,0,0,0,0,0,0,0,0
H3-2,0,0,0,0,0,0,0,0,0
H2BW4P,0,0,0,0,0,0,0,0,0
H2BW3P,0,0,0,0,0,0,0,0,0
H2BW2,0,0,0,0,0,0,0,0,0
H2BW1,0,0,0,0,0,0,0,0,0
H2BU1,0,0,1,10,2,2,6,18,0
H2BS1,0,0,0,0,0,0,0,0,0
H2BP2,0,0,0,0,0,0,0,0,0
H2BP1,0,0,0,0,0,0,0,0,0
H2BE1,0,0,0,0,0,0,0,0,0
H2BC9,0,6,5,2,6,48,18,16,18
H2BC8,0,6,2,0,28,39,46,17,11
H2BC7,0,0,0,6,0,4,4,2,2
H2BC6,2,2,4,6,2,20,27,12,13
H2BC5,4,4,0,39,16,36,56,32,29
H2BC4,0,8,5,34,20,61,66,31,38
H2BC3,0,0,0,0,2,2,0,0,0
H2BC21,0,8,10,8,16,11,20,16,16
H2BC20P,0,0,0,0,0,1,0,0,9
H2BC18,2,14,6,20,0,9,18,10,10
H2BC17,2,12,5,9,24,48,52,35,23
H2BC15,0,6,0,3,0,14,34,0,2
H2BC14,0,0,0,2,4,2,0,0,0
H2BC13,0,0,2,0,0,10,14,4,5
H2BC12,0,2,8,31,16,59,44,43,28
H2BC11,0,4,0,14,0,48,27,7,21
H2BC10,8,5,3,7,12,20,38,7,20
H2BC1,0,0,0,0,0,0,0,0,0
H2AZ2,0,3,0,13,17,113,28,13,22
H2AZ1-DT,0,0,0,0,0,1,0,0,0
H2AZ1,6,17,4,16,26,111,108,34,23
H2AX,0,4,4,2,0,8,2,16,2
H2AW,0,0,4,0,1,0,0,0,2
H2AP,0,0,0,0,0,0,0,0,0
H2AJ,0,4,0,20,20,64,47,6,20
H2AC8,1,2,0,26,15,33,18,16,24
H2AC7,0,0,0,0,0,0,0,0,10
H2AC6,2,3,0,30,38,48,40,40,11
H2AC4,0,0,0,6,0,8,0,0,6
H2AC2P,0,0,0,0,0,0,0,0,0
H2AC21,5,2,11,4,44,32,34,24,24
H2AC20,3,9,10,18,10,49,20,26,26
H2AC19,0,0,0,0,0,0,0,0,0
H2AC18,0,0,0,0,0,0,0,0,0
H2AC17,0,4,0,7,16,18,16,4,18
H2AC16,2,0,0,6,12,8,15,14,5
H2AC15,0,2,2,10,3,25,4,20,8
H2AC14,2,2,6,7,2,2,17,3,10
H2AC13,0,10,2,2,0,16,23,6,3
H2AC12,4,0,0,0,0,16,4,22,0
H2AC11,0,10,8,19,27,62,62,53,32
H2AC1,0,0,0,0,0,0,0,0,0
H2AB3,0,0,0,0,0,0,0,0,0
H2AB2,0,0,0,0,0,0,0,0,0
H2AB1,0,0,0,0,0,0,0,0,0
H1FX-AS1,0,0,1,29,20,27,6,23,6
H19,0,0,0,0,0,0,0,0,0
H1-9P,0,0,0,0,0,0,0,0,0
H1-8,0,0,0,0,0,0,0,0,0
H1-7,0,0,0,0,0,0,0,0,0
H1-6,0,0,0,0,0,0,0,0,0
H1-5,12,24,38,28,74,127,113,75,91
H1-4,57,78,192,412,287,338,634,576,481
H1-3,4,9,6,11,10,21,48,6,9
H1-2,20,43,40,71,77,245,185,127,135
H1-10,2,8,12,14,0,5,28,15,14
H1-1,0,0,0,0,0,0,0,0,0
H1-0,8,14,24,80,58,166,139,72,25
GZMM,0,0,0,0,0,0,0,0,0
GZMK,0,0,0,0,0,0,0,0,0
GZMH,0,0,0,0,0,0,0,0,0
GZMB,0,0,0,0,0,0,0,0,0
GZMA,0,0,0,0,0,0,0,0,0
GZF1,14,0,6,82,80,148,95,30,130
GYS2,0,0,0,0,0,0,0,0,0
GYS1,0,0,0,47,14,21,25,0,14
GYPE,0,0,0,0,0,0,1,0,0
GYPC,0,0,0,0,0,0,0,0,0
GYPB,0,0,0,0,0,0,0,0,0
GYPA,0,0,0,0,0,0,0,0,0
GYG2P1,0,0,0,0,0,0,0,0,0
GYG2,0,0,0,10,0,4,0,0,0
GYG1,132,128,130,1078,1052,1450,1582,1260,1267
GXYLT2,0,0,0,0,0,0,0,0,0
GXYLT1P3,0,0,0,0,0,0,0,0,0
GXYLT1,0,0,0,0,0,8,0,2,3
GVQW3,0,0,0,0,6,14,4,0,4
GVINP1,0,0,0,0,0,0,0,0,0
GUSBP9,0,0,0,0,0,0,0,0,0
GUSBP5,0,0,0,0,0,0,0,0,0
GUSBP4,0,0,0,0,0,0,0,0,0
GUSBP3,0,0,0,0,0,4,0,0,0
GUSBP2,0,0,0,0,0,0,4,0,0
GUSBP16,0,0,0,0,0,0,0,0,0
GUSBP15,0,0,0,0,0,0,0,0,0
GUSBP14,0,0,0,0,0,10,1,0,0
GUSBP11,0,0,0,4,0,2,0,0,0
GUSBP10,0,0,0,0,0,0,0,0,0
GUSBP1,0,0,0,0,0,0,0,0,0
GUSB,0,0,4,8,15,24,12,18,12
GULP1,0,0,0,0,0,4,0,0,1
GUK1,2,0,2,6,14,22,13,5,4
GUF1,2,2,6,36,16,56,27,30,19
GUCY2GP,1,0,0,14,1,0,0,0,0
GUCY2F,0,0,0,0,0,0,0,0,0
GUCY2EP,0,0,0,0,0,0,0,0,0
GUCY2D,0,0,0,0,0,0,0,0,0
GUCY2C,0,1,0,6,16,9,3,9,0
GUCY1B2,0,0,0,0,0,0,0,0,0
GUCY1B1,0,0,0,0,0,0,0,0,0
GUCY1A2,0,0,0,0,0,0,0,0,0
GUCY1A1,0,0,0,6,10,7,8,0,3
GUCD1,14,22,8,116,137,147,127,176,97
GUCA2B,0,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0,0,0,0
GUCA1C,0,0,0,0,0,0,0,0,0
GUCA1B,0,0,0,0,0,2,0,0,0
GUCA1A,0,0,0,0,0,0,0,0,0
GTSF1L,0,0,0,0,0,0,0,0,0
GTSF1,0,0,0,0,0,0,0,0,0
GTSE1-DT,1,0,1,0,0,12,5,0,0
GTSE1,2,2,0,2,2,7,2,0,4
GTSCR1,0,0,0,0,0,0,0,0,0
GTPBP8,2,2,0,0,4,14,20,7,1
GTPBP6,0,0,0,0,0,0,0,0,0
GTPBP4,4,2,0,26,4,28,27,12,4
GTPBP3,0,0,0,2,1,7,0,0,0
GTPBP2,10,3,5,34,45,46,19,12,39
GTPBP10,3,4,0,0,2,15,9,2,5
GTPBP1,0,1,2,0,8,10,4,10,10
GTF3C6,0,0,3,0,5,14,18,12,8
GTF3C5,4,3,0,2,8,17,20,3,12
GTF3C4,0,0,3,20,9,22,26,24,1
GTF3C3,4,2,7,33,27,62,33,14,29
GTF3C2-AS1,120,157,113,740,906,1022,1201,898,811
GTF3C2,1,4,9,23,20,56,32,30,30
GTF3C1,2,2,0,12,4,45,7,22,20
GTF3A,29,52,43,236,262,446,328,273,295
GTF2IRD2B,1,0,2,0,0,2,0,0,4
GTF2IRD2,0,0,0,0,0,0,0,0,0
GTF2IRD1P1,98,84,111,635,655,849,1002,733,649
GTF2IRD1,0,0,0,0,2,0,6,0,0
GTF2IP7,0,0,0,0,0,0,6,0,0
GTF2IP4,0,0,0,0,0,0,0,0,0
GTF2IP23,0,0,0,0,5,0,0,0,0
GTF2IP20,0,0,0,0,0,1,4,0,0
GTF2IP12,1,0,0,0,0,0,0,0,4
GTF2IP1,0,0,0,0,0,0,2,6,0
GTF2I,0,0,0,28,22,68,22,16,12
GTF2H5,0,0,0,2,0,10,6,1,4
GTF2H4,0,0,0,0,0,0,0,0,0
GTF2H3,0,0,2,0,10,11,6,12,6
GTF2H2C_2,0,0,0,0,0,0,0,0,0
GTF2H2C,0,0,0,0,0,0,0,0,0
GTF2H2B,0,0,0,0,0,0,0,0,0
GTF2H2,0,0,0,0,0,0,0,0,0
GTF2H1,1,4,0,4,9,22,22,15,10
GTF2F2,0,0,0,4,4,19,16,0,4
GTF2F1,0,8,0,16,6,46,26,12,10
GTF2E2,0,0,0,6,0,21,16,18,6
GTF2E1,4,0,0,1,2,10,5,2,0
GTF2B,1,2,0,3,6,35,12,8,6
GTF2A2,3,8,1,14,16,56,37,65,0
GTF2A1L,0,0,0,0,0,0,0,0,0
GTF2A1,0,11,0,47,26,54,32,20,2
GTDC1,0,0,0,0,0,0,0,0,0
GSX2,0,0,0,0,0,0,0,0,0
GSX1,0,0,0,0,0,0,0,0,0
GSTZ1,2,2,0,14,13,32,18,3,12
GSTTP2,0,0,0,0,0,2,0,0,0
GSTT4,0,0,0,0,0,0,0,0,0
GSTT2B,0,0,0,0,0,0,0,0,0
GSTT2,0,0,0,0,0,0,0,0,0
GSTT1-AS1,3,0,2,6,12,14,15,13,22
GSTT1,0,3,2,28,31,32,46,22,32
GSTP1,2,18,6,83,56,125,105,61,37
GSTO2,0,0,1,1,4,30,15,10,36
GSTO1,8,0,4,22,11,77,12,13,35
GSTM5,0,0,0,0,0,0,0,0,0
GSTM4,0,1,0,0,4,0,5,1,0
GSTM3,2,0,0,0,10,24,38,6,12
GSTM2P1,0,1,0,0,0,0,0,0,0
GSTM2,0,0,0,0,0,0,0,0,0
GSTM1,0,0,0,0,0,0,0,0,0
GSTK1,0,0,0,40,25,36,30,3,8
GSTCD-AS1,2,0,1,0,8,1,6,6,5
GSTCD,0,0,0,10,6,10,6,0,0
GSTA7P,0,0,0,0,0,0,0,0,0
GSTA5,0,0,0,0,0,0,0,0,0
GSTA4,0,2,0,0,0,6,0,2,0
GSTA3,0,0,0,0,0,0,0,0,0
GSTA2,0,0,0,0,0,0,0,0,0
GSTA1,0,0,0,0,0,0,0,0,0
GSS,2,2,2,21,37,25,30,15,18
GSR,4,2,0,17,4,64,12,14,20
GSPT2,0,0,0,0,0,0,0,0,0
GSPT1,18,11,4,14,86,115,76,54,80
GSN-AS1,7,11,14,34,37,71,43,40,45
GSN,0,0,0,4,3,11,1,12,1
GSKIP,2,0,0,0,8,17,7,10,0
GSK3B,6,4,0,32,120,82,62,74,102
GSK3A,0,5,1,21,28,53,39,66,34
GSG1L2,0,0,0,0,0,0,0,0,0
GSG1L,0,0,0,0,0,0,0,0,0
GSG1,0,0,0,0,0,12,10,0,0
GSEC,0,1,0,0,0,0,4,16,10
GSE1,20,9,15,73,125,168,94,83,108
GSDME,0,0,0,0,0,0,0,0,0
GSDMD,0,0,0,0,0,0,0,0,0
GSDMC,0,0,0,0,0,0,0,0,0
GSDMB,0,0,0,0,0,4,0,0,0
GSDMA,0,0,0,0,0,0,0,0,0
GSC2,0,0,0,0,0,0,0,0,0
GSC-DT,0,0,0,0,0,0,0,0,0
GSC,0,0,0,0,0,0,0,0,0
GSAP,0,4,4,10,41,83,28,18,72
GS1-600G8.3,0,0,0,0,0,0,0,0,0
GS1-594A7.3,0,0,0,0,0,0,0,0,0
GS1-279B7.1,0,0,0,0,5,21,0,15,4
GS1-24F4.2,0,0,0,0,0,0,0,0,0
GS1-124K5.4,0,0,0,0,0,2,0,0,0
GS1-124K5.11,4,0,0,0,2,8,3,0,0
GRXCR2,0,0,0,0,0,0,0,0,0
GRXCR1,0,0,0,0,0,0,0,0,0
GRWD1,0,2,4,4,1,16,10,8,2
GRTP1-AS1,49,29,17,152,268,254,353,442,195
GRTP1,2,2,0,2,7,12,15,0,12
GRSF1,0,4,2,4,6,63,21,8,13
GRPR,0,0,0,0,0,0,0,0,0
GRPEL2-AS1,9,14,12,73,96,135,110,139,59
GRPEL2,0,2,0,1,2,18,18,8,16
GRPEL1,2,2,3,15,14,46,30,8,3
GRP,0,0,0,0,0,0,0,0,0
GRN,6,2,2,4,47,13,2,14,16
GRM8-AS1,0,0,0,0,0,0,0,0,0
GRM8,0,0,0,0,0,0,0,0,0
GRM7-AS3,0,0,0,0,0,0,0,0,0
GRM7-AS2,0,0,0,0,0,0,0,0,0
GRM7-AS1,0,0,0,0,0,0,0,0,0
GRM7,0,0,0,0,0,0,0,3,2
GRM6,0,0,0,0,0,4,0,0,0
GRM5-AS1,0,0,0,0,0,0,0,0,0
GRM5,0,0,0,0,0,0,0,0,0
GRM4,0,0,0,0,0,0,0,0,0
GRM3,0,1,0,23,1,6,6,41,8
GRM2,0,0,0,0,0,0,0,0,0
GRM1,0,0,0,0,0,0,0,0,0
GRK7,0,0,0,0,0,0,0,0,0
GRK6P1,0,0,0,0,1,0,0,0,0
GRK6,6,6,5,103,46,36,71,37,40
GRK5,0,0,0,6,0,3,6,21,2
GRK4,0,0,0,8,0,0,0,0,0
GRK3,2,2,0,0,1,12,4,6,1
GRK2,0,0,3,15,10,31,17,17,30
GRK1,0,0,0,0,0,0,0,0,0
GRIPAP1,0,0,0,6,0,8,2,0,0
GRIP2,4,2,11,15,48,78,61,48,29
GRIP1,0,1,1,0,6,7,5,0,19
GRINA,0,0,0,0,0,5,2,0,0
GRIN3B,11,9,10,45,64,60,49,78,34
GRIN3A,0,6,6,28,7,29,19,22,16
GRIN2D,0,0,1,0,0,11,6,0,0
GRIN2C,4,0,0,0,0,5,2,3,1
GRIN2B,1,0,0,0,0,0,0,0,0
GRIN2A,0,0,0,0,0,0,0,0,0
GRIN1,0,2,0,11,5,25,17,25,17
GRIK5,0,0,0,0,0,0,0,0,0
GRIK4,0,0,0,0,0,0,0,0,0
GRIK3,0,0,0,0,0,0,0,0,0
GRIK2,0,0,0,0,0,0,0,0,0
GRIK1-AS2,0,0,0,0,0,0,0,0,0
GRIK1-AS1,0,0,0,0,0,0,0,0,0
GRIK1,11,0,0,4,11,36,0,0,12
GRIFIN,0,0,0,0,0,1,0,0,0
GRID2IP,0,0,0,26,7,26,17,9,6
GRID2,0,0,0,0,0,0,0,0,0
GRID1-AS1,0,0,0,0,0,0,0,0,0
GRID1,0,0,0,0,0,0,0,0,0
GRIA4,0,0,0,0,0,0,0,0,10
GRIA3,0,0,0,0,0,0,0,0,0
GRIA2,0,0,0,0,0,0,0,0,0
GRIA1,0,0,0,0,0,1,0,0,0
GRHPR,6,0,0,10,20,27,13,25,15
GRHL3,0,0,1,1,16,0,8,28,6
GRHL2,2,3,0,10,7,35,33,24,10
GRHL1,0,4,0,0,1,8,0,2,0
GREM2,0,0,0,0,0,0,0,0,0
GREM1,0,0,0,0,0,0,0,0,0
GREB1L,13,0,12,56,86,117,100,68,102
GREB1,0,0,0,0,0,0,0,0,4
GRB7,0,3,2,25,16,19,29,6,4
GRB2,4,0,2,4,40,42,18,19,18
GRB14,0,0,0,0,0,0,0,0,0
GRB10,2,1,1,40,63,57,54,42,50
GRASP-AS1,0,1,0,0,0,0,8,0,2
GRASP,0,0,0,0,0,0,0,0,0
GRAPL,0,0,0,0,0,0,0,0,0
GRAP2,0,0,0,0,0,0,0,0,0
GRAP,0,0,0,18,0,0,0,0,0
GRAMD4,0,0,0,9,8,16,4,0,8
GRAMD2B,0,0,0,1,6,0,0,2,2
GRAMD2A,0,0,0,0,0,0,7,0,0
GRAMD1C,0,0,0,0,0,28,8,10,4
GRAMD1B,2,0,0,2,0,5,12,0,0
GRAMD1A,0,2,0,2,6,7,0,17,4
GPX8,0,0,0,0,2,2,12,0,0
GPX7,0,0,0,0,0,0,0,0,0
GPX6,0,0,0,0,0,2,0,0,0
GPX5,0,0,0,0,0,0,0,0,0
GPX4,0,1,4,23,24,28,11,9,8
GPX3,0,6,2,62,25,44,63,20,18
GPX2,7,6,2,102,82,185,95,124,83
GPX1,2,10,0,21,1,40,12,12,14
GPT2,0,0,0,0,18,19,17,12,0
GPT,5,0,4,55,44,37,48,55,49
GPSM3,0,0,0,0,0,0,0,0,0
GPSM2,73,69,55,404,298,626,697,576,364
GPSM1,0,0,0,0,19,6,10,1,0
GPS2,0,3,5,7,0,12,0,12,3
GPS1,63,85,74,575,584,525,666,521,409
GPRIN3,0,0,4,0,0,0,0,0,0
GPRIN2,0,0,0,0,0,0,0,0,0
GPRIN1,0,0,0,20,4,10,0,0,0
GPRC6A,0,0,0,0,0,0,0,0,0
GPRC5D-AS1,0,0,1,0,0,0,3,0,0
GPRC5D,2,0,1,24,31,20,2,10,6
GPRC5C,2,1,0,8,14,25,21,13,6
GPRC5B,5,0,2,70,30,47,81,139,12
GPRC5A,2,4,0,6,9,40,12,0,6
GPRASP2,0,0,0,0,0,0,0,0,0
GPRASP1,0,0,0,0,0,0,0,0,0
GPRACR,1,0,0,0,0,0,0,14,0
GPR89B,0,0,0,0,0,4,0,0,0
GPR89A,0,0,0,0,6,0,0,0,0
GPR88,0,0,0,0,0,0,0,0,0
GPR87,0,0,0,0,0,4,0,0,0
GPR85,0,0,0,0,0,0,0,0,0
GPR84,0,0,0,0,0,6,0,0,0
GPR83,0,0,0,0,0,0,0,0,0
GPR82,11,2,1,26,70,42,29,46,38
GPR78,0,0,0,0,0,0,0,0,0
GPR75-ASB3,0,0,0,0,0,0,0,0,0
GPR75,1,0,0,0,0,0,0,0,0
GPR68,0,0,1,3,43,43,42,61,66
GPR65,0,0,0,0,0,0,0,0,0
GPR63,0,0,0,0,0,2,0,0,0
GPR62,1,4,4,3,0,5,0,4,0
GPR61,0,0,0,35,6,10,0,10,14
GPR6,0,0,0,0,0,0,0,0,0
GPR55,0,0,0,0,0,0,0,0,0
GPR52,0,0,0,0,0,0,4,0,0
GPR50-AS1,0,0,0,0,0,0,0,0,0
GPR50,0,0,0,0,0,0,0,0,0
GPR45,0,0,0,0,0,0,0,0,0
GPR42,0,0,0,0,0,0,0,0,0
GPR4,0,0,0,0,0,0,0,0,0
GPR39,0,0,0,0,22,22,0,0,0
GPR37L1,6,13,6,59,25,52,52,30,41
GPR37,0,0,0,0,0,0,0,0,0
GPR35,0,0,0,4,3,36,0,8,6
GPR34,5,1,3,0,9,28,17,16,19
GPR33,0,0,0,0,0,0,0,0,0
GPR32,0,0,0,0,0,0,0,0,0
GPR31,0,0,0,0,0,0,0,0,0
GPR3,0,0,0,0,0,4,0,0,2
GPR27,0,0,0,0,0,0,0,0,0
GPR26,0,0,0,0,0,0,0,0,0
GPR25,0,0,0,0,0,0,0,0,0
GPR22,20,6,17,249,156,196,230,127,181
GPR21,0,0,0,0,0,0,0,0,0
GPR20,0,0,0,0,0,0,0,0,0
GPR19,0,0,0,0,0,0,0,0,0
GPR183,1,5,11,58,91,150,115,104,147
GPR182,0,0,1,16,20,30,46,22,33
GPR180,4,0,0,0,10,18,6,2,2
GPR18,12,12,6,76,121,180,87,98,135
GPR179,0,0,0,0,0,0,0,0,0
GPR176,0,0,0,2,10,2,6,5,0
GPR174,0,0,0,0,0,0,0,0,0
GPR173,0,0,0,0,10,0,0,0,0
GPR171,0,0,0,0,0,0,0,0,0
GPR17,0,0,0,0,0,0,0,0,0
GPR162,0,0,0,0,0,0,0,0,0
GPR161,1,0,0,5,0,13,8,21,2
GPR160,2,0,0,2,16,25,19,50,9
GPR158-AS1,0,0,1,12,1,8,0,0,0
GPR158,0,0,0,0,0,0,0,0,0
GPR157,2,0,0,4,0,10,1,4,1
GPR156,0,0,0,0,5,5,2,0,0
GPR155,1,0,4,15,10,28,23,4,71
GPR153,0,0,0,0,0,0,0,0,0
GPR152,0,0,1,0,0,0,0,0,0
GPR151,0,0,0,10,1,5,4,0,0
GPR150,0,0,0,0,0,0,0,0,0
GPR15,0,0,0,0,3,0,0,0,0
GPR149,0,0,0,0,0,0,0,0,0
GPR148,0,0,0,0,0,0,0,0,0
GPR146,2,1,0,0,16,9,4,18,0
GPR143,0,2,0,0,28,5,2,3,6
GPR142,0,0,0,0,0,0,0,0,0
GPR141,0,0,0,0,0,0,0,0,0
GPR139,0,0,0,0,0,0,0,0,0
GPR137C,0,0,0,0,0,0,0,0,0
GPR137B,0,0,0,0,0,0,0,0,0
GPR137,23,31,27,206,111,226,258,222,99
GPR135,0,0,0,0,0,2,0,1,0
GPR132,0,0,0,0,0,0,0,0,0
GPR12,0,0,0,0,0,0,0,0,0
GPR119,0,0,0,0,0,0,0,0,0
GPR108,0,0,0,8,12,16,6,10,0
GPR107,0,0,2,6,15,36,43,33,9
GPR101,0,0,0,0,0,0,0,0,0
GPR1-AS,0,0,0,0,0,0,0,0,0
GPR1,0,0,0,0,0,0,0,0,0
GPNMB,0,0,0,6,0,0,0,0,0
GPN3,1,2,1,32,10,43,36,30,20
GPN2,0,0,0,0,4,18,2,16,2
GPN1,7,18,11,91,149,232,197,116,120
GPM6B,2,0,1,61,49,28,44,15,94
GPM6A,0,0,0,0,0,0,0,0,0
GPLD1,1,2,1,39,15,28,41,31,1
GPKOW,0,0,0,4,7,16,0,4,2
GPIHBP1,0,0,0,0,0,0,0,0,0
GPI,0,16,0,85,75,131,79,52,46
GPHN,9,11,9,50,54,76,113,84,24
GPHB5,0,0,0,0,0,0,0,0,0
GPHA2,0,0,0,0,0,0,0,0,0
GPER1,6,0,0,14,1,11,8,33,18
GPD2,8,0,0,20,22,68,37,34,20
GPD1L,0,0,0,8,6,26,8,0,1
GPD1,0,0,1,2,0,12,2,0,0
GPCPD1,0,0,0,0,8,24,13,10,22
GPC6-AS2,0,0,0,0,0,0,0,0,0
GPC6-AS1,0,0,0,0,0,0,0,0,0
GPC6,0,0,0,0,0,0,0,0,0
GPC5-AS2,0,0,0,0,0,0,0,0,0
GPC5-AS1,0,0,0,0,0,0,0,0,0
GPC5,0,0,0,20,0,0,0,0,0
GPC4,0,0,0,8,0,16,0,2,0
GPC3-AS1,0,0,0,0,0,0,0,0,0
GPC3,0,0,0,0,0,4,0,0,0
GPC2,0,0,0,0,0,0,0,0,0
GPC1,2,0,7,22,6,14,41,18,4
GPBP1L1,2,6,4,32,22,112,46,35,22
GPBP1,0,4,2,0,2,26,18,4,12
GPBAR1,1,0,0,0,33,4,4,31,8
GPATCH8,0,0,0,10,0,16,2,0,2
GPATCH4,0,2,0,30,10,26,31,41,28
GPATCH3,0,6,4,6,8,9,16,0,8
GPATCH2L,1,1,0,3,11,49,16,2,8
GPATCH2,4,0,0,0,0,12,6,8,8
GPATCH11,0,4,4,12,13,29,37,18,24
GPATCH1,2,0,0,2,8,6,12,6,4
GPAT4,0,0,2,4,6,8,5,2,22
GPAT3,2,4,4,14,0,14,6,8,4
GPAT2,1,12,4,99,118,82,93,56,86
GPANK1,0,0,0,0,0,0,0,0,0
GPAM,0,0,0,2,2,8,6,2,12
GPALPP1,1,0,0,2,8,16,2,4,0
GPAA1,2,0,0,0,0,10,2,14,4
GPA33,0,0,0,22,20,92,65,54,32
GP9,0,0,1,0,0,0,0,0,0
GP6,0,0,0,0,0,0,0,0,0
GP5,0,0,0,10,0,0,0,0,0
GP2,0,0,0,0,0,0,0,0,0
GP1BB,0,0,0,0,0,0,0,0,0
GP1BA,5,0,1,7,0,35,29,20,27
GOT2,5,2,1,14,16,49,30,18,26
GOT1L1,0,0,0,0,0,0,0,0,0
GOT1,0,4,2,28,34,70,25,17,24
GOSR2,0,2,4,0,0,10,10,4,6
GOSR1,0,0,0,0,16,10,5,4,4
GORASP2,0,0,0,2,1,9,24,1,4
GORASP1,6,2,3,46,54,47,59,22,37
GORAB-AS1,0,0,0,0,0,11,0,0,0
GORAB,0,0,0,2,0,6,0,1,0
GOPC,0,2,0,5,12,48,41,8,32
GON7,0,0,0,0,0,0,0,0,0
GON4L,2,0,7,4,12,18,58,12,20
GOLT1B,0,2,0,0,0,13,4,0,0
GOLT1A,0,0,0,0,0,10,8,0,6
GOLPH3L,2,0,0,0,4,14,4,8,2
GOLPH3,10,1,2,0,39,57,43,21,14
GOLM1,23,13,10,61,119,184,147,133,94
GOLIM4,0,0,0,4,10,53,33,8,12
GOLGB1,6,5,4,44,42,125,56,105,52
GOLGA8T,0,0,0,0,0,0,0,0,0
GOLGA8S,0,0,0,0,0,0,0,0,0
GOLGA8R,0,0,0,0,0,0,0,0,0
GOLGA8Q,0,0,0,0,0,0,0,0,0
GOLGA8O,0,0,0,0,0,0,0,0,0
GOLGA8N,0,0,0,0,0,4,0,0,0
GOLGA8M,0,0,0,0,0,0,0,0,0
GOLGA8K,0,0,0,0,0,0,0,0,0
GOLGA8J,0,0,0,0,0,0,0,0,0
GOLGA8IP,0,0,0,0,0,0,0,0,0
GOLGA8H,0,0,0,0,0,0,0,0,0
GOLGA8G,0,0,0,0,0,0,0,0,0
GOLGA8F,0,0,0,0,0,0,0,0,0
GOLGA8EP,0,0,0,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,0,0,0,0,0
GOLGA8CP,0,0,0,0,0,0,0,0,0
GOLGA8B,0,0,0,0,0,0,0,0,0
GOLGA8A,0,0,0,0,0,0,0,0,0
GOLGA7B,0,1,0,2,4,0,0,2,2
GOLGA7,0,4,0,2,0,8,8,0,2
GOLGA6L9,0,0,0,0,0,0,0,0,0
GOLGA6L7,0,0,0,0,0,0,0,0,0
GOLGA6L6,0,0,0,0,0,0,0,0,0
GOLGA6L5P,0,0,0,0,0,0,0,0,0
GOLGA6L4,0,0,0,0,0,0,0,0,0
GOLGA6L3,0,0,0,0,0,0,0,0,0
GOLGA6L22,0,0,0,0,0,0,0,0,0
GOLGA6L2,0,0,0,0,0,0,0,0,0
GOLGA6L17P,0,0,0,0,0,0,0,0,0
GOLGA6L10,0,0,0,0,0,0,0,0,0
GOLGA6L1,0,0,0,0,0,0,0,0,0
GOLGA6D,0,0,0,0,0,0,0,0,0
GOLGA6C,0,0,0,0,0,0,0,0,0
GOLGA6B,0,0,0,0,0,0,0,0,0
GOLGA6A,0,0,0,0,0,1,0,12,0
GOLGA5,0,0,0,0,6,30,30,21,12
GOLGA4,2,10,0,30,24,44,7,14,26
GOLGA3,0,0,2,20,12,16,6,5,2
GOLGA2P9,0,0,0,0,0,0,0,0,0
GOLGA2P7,0,0,0,0,0,0,0,0,0
GOLGA2P6,0,0,0,0,0,0,0,0,0
GOLGA2P5,0,0,0,0,0,0,0,0,0
GOLGA2P3Y,0,0,0,0,0,0,0,0,0
GOLGA2P2Y,0,0,0,0,0,0,0,0,0
GOLGA2P11,0,0,0,0,0,0,0,0,0
GOLGA2P10,0,0,0,0,0,0,0,0,0
GOLGA2,0,0,0,2,16,4,2,12,14
GOLGA1,0,7,0,2,17,20,10,30,12
GNS,6,5,10,26,82,250,109,56,52
GNRHR2,15,23,26,163,222,247,270,169,201
GNRHR,1,2,5,45,47,76,64,92,40
GNRH2,0,0,0,0,0,0,0,0,0
GNRH1,2,0,0,0,6,4,0,0,0
